ds,yhat,state
2013-06-23,190.8266778306658,Azuay
2013-06-24,155.21103742354208,Azuay
2013-06-25,136.35829440688255,Azuay
2013-06-26,155.52932791177065,Azuay
2013-06-27,116.63179767028583,Azuay
2013-06-28,138.88165763264902,Azuay
2013-06-29,213.49556611138445,Azuay
2013-06-30,197.6885447699132,Azuay
2013-07-01,155.6618445124846,Azuay
2013-07-02,146.0388447559565,Azuay
2013-07-03,150.99537608915756,Azuay
2013-07-04,121.25206319324872,Azuay
2013-07-05,144.74657384381155,Azuay
2013-07-06,220.46302056967065,Azuay
2013-07-07,205.5763608197588,Azuay
2013-07-08,164.2504338126467,Azuay
2013-07-09,155.07494226196832,Azuay
2013-07-10,168.00586093434674,Azuay
2013-07-11,130.31341218435983,Azuay
2013-07-12,153.34574818851706,Azuay
2013-07-13,228.26842450082563,Azuay
2013-07-14,212.25462470122773,Azuay
2013-07-15,169.4744738560163,Azuay
2013-07-16,158.53216206246492,Azuay
2013-07-17,169.40628973504687,Azuay
2013-07-18,129.39757081570087,Azuay
2013-07-19,149.8920352038794,Azuay
2013-07-20,222.09982221007408,Azuay
2013-07-21,203.2445375187711,Azuay
2013-07-22,157.55152938857017,Azuay
2013-07-23,135.87476725314536,Azuay
2013-07-24,195.8959906776519,Azuay
2013-07-25,101.09734099210084,Azuay
2013-07-26,126.80705063364816,Azuay
2013-07-27,196.6528396847531,Azuay
2013-07-28,175.72350766970033,Azuay
2013-07-29,128.29571393646845,Azuay
2013-07-30,113.07768221269222,Azuay
2013-07-31,120.1470739467576,Azuay
2013-08-01,76.89629051450189,Azuay
2013-08-02,94.7934076737477,Azuay
2013-08-03,165.1188937202945,Azuay
2013-08-04,145.15313939379558,Azuay
2013-08-05,91.19274371098828,Azuay
2013-08-06,85.5147723835805,Azuay
2013-08-07,94.740175989382,Azuay
2013-08-08,54.031701358143536,Azuay
2013-08-09,74.8103479621139,Azuay
2013-08-10,140.49312295541353,Azuay
2013-08-11,131.7270981974131,Azuay
2013-08-12,89.28692437982846,Azuay
2013-08-13,79.60169164844109,Azuay
2013-08-14,92.6494364294312,Azuay
2013-08-15,47.90466780873973,Azuay
2013-08-16,80.14706258679054,Azuay
2013-08-17,157.11019900641477,Azuay
2013-08-18,143.76242806182418,Azuay
2013-08-19,104.25108305120013,Azuay
2013-08-20,97.14902632368862,Azuay
2013-08-21,112.39551010155994,Azuay
2013-08-22,77.24453789606089,Azuay
2013-08-23,103.0288541439301,Azuay
2013-08-24,173.09057651041024,Azuay
2013-08-25,168.01685199715706,Azuay
2013-08-26,128.5385902858859,Azuay
2013-08-27,121.05813298619614,Azuay
2013-08-28,135.5441385778213,Azuay
2013-08-29,99.28810887447308,Azuay
2013-08-30,123.66728192332184,Azuay
2013-08-31,199.88305779685612,Azuay
2013-09-01,185.1499456470285,Azuay
2013-09-02,143.6834054066436,Azuay
2013-09-03,134.13534716570936,Azuay
2013-09-04,146.53274659591082,Azuay
2013-09-05,108.22356296334196,Azuay
2013-09-06,130.63815361749238,Azuay
2013-09-07,205.02633008491,Azuay
2013-09-08,188.64508077281275,Azuay
2013-09-09,145.7453662108531,Azuay
2013-09-10,135.0067774282433,Azuay
2013-09-11,146.4755376501746,Azuay
2013-09-12,107.51004933751102,Azuay
2013-09-13,129.54218915800897,Azuay
2013-09-14,203.8144977244237,Azuay
2013-09-15,187.5682837546373,Azuay
2013-09-16,145.03103635260754,Azuay
2013-09-17,134.85191722334173,Azuay
2013-09-18,147.04078821936713,Azuay
2013-09-19,108.91494613894152,Azuay
2013-09-20,131.861732801737,Azuay
2013-09-21,207.0771291801281,Azuay
2013-09-22,191.7553127770443,Azuay
2013-09-23,150.07753020109718,Azuay
2013-09-24,140.64901491020063,Azuay
2013-09-25,153.4393647629253,Azuay
2013-09-26,115.73051276413965,Azuay
2013-09-27,138.88042382263353,Azuay
2013-09-28,206.253534358094,Azuay
2013-09-29,199.1017697312876,Azuay
2013-09-30,157.5269187019211,Azuay
2013-10-01,147.94476015187567,Azuay
2013-10-02,160.33467161314752,Azuay
2013-10-03,121.99640646086992,Azuay
2013-10-04,144.31329863017982,Azuay
2013-10-05,218.49104810991943,Azuay
2013-10-06,201.7470614098069,Azuay
2013-10-07,150.48964462140128,Azuay
2013-10-08,146.7992245441853,Azuay
2013-10-09,149.46769885707909,Azuay
2013-10-10,117.08065173728414,Azuay
2013-10-11,148.76526752911798,Azuay
2013-10-12,210.21700747802208,Azuay
2013-10-13,192.0629627865515,Azuay
2013-10-14,147.43718985509355,Azuay
2013-10-15,135.02582139006267,Azuay
2013-10-16,144.88303045768734,Azuay
2013-10-17,104.37653618939268,Azuay
2013-10-18,124.94878610766484,Azuay
2013-10-19,197.85396617623704,Azuay
2013-10-20,180.34586466337936,Azuay
2013-10-21,136.66499188474847,Azuay
2013-10-22,125.4737376957048,Azuay
2013-10-23,136.79503354304725,Azuay
2013-10-24,97.95870342135596,Azuay
2013-10-25,120.36368481319796,Azuay
2013-10-26,195.21624166975383,Azuay
2013-10-27,179.71916173070977,Azuay
2013-10-28,138.06030265375122,Azuay
2013-10-29,128.8492285011924,Azuay
2013-10-30,142.05736146793015,Azuay
2013-10-31,104.96579086648453,Azuay
2013-11-01,128.92887890607497,Azuay
2013-11-02,197.3046847169381,Azuay
2013-11-03,182.881528671042,Azuay
2013-11-04,149.82217458854976,Azuay
2013-11-05,141.1011986283538,Azuay
2013-11-06,146.6818872637662,Azuay
2013-11-07,109.46430304358051,Azuay
2013-11-08,140.81264956661644,Azuay
2013-11-09,216.2945054886461,Azuay
2013-11-10,193.10688956675028,Azuay
2013-11-11,151.06501375550084,Azuay
2013-11-12,140.99339740444464,Azuay
2013-11-13,160.71068752355785,Azuay
2013-11-14,121.93112265996518,Azuay
2013-11-15,143.88108946106036,Azuay
2013-11-16,217.8006109362758,Azuay
2013-11-17,200.9406857503928,Azuay
2013-11-18,157.5505006185161,Azuay
2013-11-19,146.31235395505553,Azuay
2013-11-20,157.27976200596927,Azuay
2013-11-21,117.82294531126456,Azuay
2013-11-22,139.38989882179004,Azuay
2013-11-23,213.7695821625406,Azuay
2013-11-24,197.7003398771064,Azuay
2013-11-25,155.43580053350763,Azuay
2013-11-26,145.6532049863266,Azuay
2013-11-27,158.39156174556365,Azuay
2013-11-28,120.99744258456708,Azuay
2013-11-29,144.88661384522217,Azuay
2013-11-30,221.2816410549504,Azuay
2013-12-01,207.4004754773058,Azuay
2013-12-02,167.4444037403187,Azuay
2013-12-03,160.03411863872475,Azuay
2013-12-04,175.14935201081568,Azuay
2013-12-05,184.29102843394952,Azuay
2013-12-06,158.36141982007706,Azuay
2013-12-07,244.59665862109875,Azuay
2013-12-08,224.70917213476795,Azuay
2013-12-09,194.08700120631025,Azuay
2013-12-10,187.88046798408644,Azuay
2013-12-11,203.8426283500221,Azuay
2013-12-12,169.2322697755931,Azuay
2013-12-13,195.38692514925864,Azuay
2013-12-14,273.4625502834552,Azuay
2013-12-15,260.62387898417694,Azuay
2013-12-16,221.0337894297849,Azuay
2013-12-17,213.2904022241298,Azuay
2013-12-18,227.36732396471504,Azuay
2013-12-19,190.5611776991976,Azuay
2013-12-20,214.2545695590516,Azuay
2013-12-21,333.8693956198463,Azuay
2013-12-22,310.3876027792424,Azuay
2013-12-23,275.6732268275964,Azuay
2013-12-24,264.95815125165853,Azuay
2013-12-26,236.41382976426632,Azuay
2013-12-27,213.16580837496724,Azuay
2013-12-28,286.03154867523705,Azuay
2013-12-29,268.0640121084332,Azuay
2013-12-30,223.5257067450688,Azuay
2013-12-31,255.3233160931194,Azuay
2014-01-01,213.0625792909072,Azuay
2014-01-02,180.1870859537785,Azuay
2014-01-03,200.5008463896909,Azuay
2014-01-04,273.0699812750836,Azuay
2014-01-05,255.1505792531948,Azuay
2014-01-06,210.9850118655744,Azuay
2014-01-07,199.23725106635527,Azuay
2014-01-08,209.93170871154032,Azuay
2014-01-09,170.39977339989775,Azuay
2014-01-10,192.04221658579468,Azuay
2014-01-11,266.0675810140006,Azuay
2014-01-12,249.6815352277211,Azuay
2014-01-13,207.07555086688905,Azuay
2014-01-14,196.8636375904036,Azuay
2014-01-15,209.02255510877177,Azuay
2014-01-16,170.43167719576394,Azuay
2014-01-17,192.86046115366844,Azuay
2014-01-18,267.4839723019028,Azuay
2014-01-19,251.48105294340183,Azuay
2014-01-20,209.023654718956,Azuay
2014-01-21,198.71401646346789,Azuay
2014-01-22,210.52509711828617,Azuay
2014-01-23,171.74839812438194,Azuay
2014-01-24,193.7573151868771,Azuay
2014-01-25,267.7461101390837,Azuay
2014-01-26,250.9194745875021,Azuay
2014-01-27,207.4810404459031,Azuay
2014-01-28,196.06958101679407,Azuay
2014-01-29,206.69834098230243,Azuay
2014-01-30,166.70166173787368,Azuay
2014-01-31,187.4970762254838,Azuay
2014-02-01,260.32299955258105,Azuay
2014-02-02,242.4270229118606,Azuay
2014-02-03,198.05320103219736,Azuay
2014-02-04,185.8771102406721,Azuay
2014-02-05,195.94414632485388,Azuay
2014-02-06,155.61525601867675,Azuay
2014-02-07,176.32829950478984,Azuay
2014-02-08,249.3351886993661,Azuay
2014-02-09,231.8898221054675,Azuay
2014-02-10,188.23521421336483,Azuay
2014-02-11,177.03859861176636,Azuay
2014-02-12,188.32997043118536,Azuay
2014-02-13,149.44825289138683,Azuay
2014-02-14,171.80327113972572,Azuay
2014-02-15,246.613659249413,Azuay
2014-02-16,231.09569816134515,Azuay
2014-02-17,189.45145615063493,Azuay
2014-02-18,180.3049819583973,Azuay
2014-02-19,193.6419854221307,Azuay
2014-02-20,156.75715870242863,Azuay
2014-02-21,181.01728963161864,Azuay
2014-02-22,257.6002622914736,Azuay
2014-02-23,243.68491358453332,Azuay
2014-02-24,203.4400908909208,Azuay
2014-02-25,195.46163769013648,Azuay
2014-02-26,209.7127225474805,Azuay
2014-02-27,173.4716494382207,Azuay
2014-02-28,198.0952904677497,Azuay
2014-03-01,274.7582305010493,Azuay
2014-03-02,252.8335307743223,Azuay
2014-03-03,212.11782703618744,Azuay
2014-03-04,203.41358239303327,Azuay
2014-03-05,224.5142052950422,Azuay
2014-03-06,187.1059058930593,Azuay
2014-03-07,210.3847340500106,Azuay
2014-03-08,285.55862976872174,Azuay
2014-03-09,269.8453947798174,Azuay
2014-03-10,227.4605946298915,Azuay
2014-03-11,217.05321478347804,Azuay
2014-03-12,228.11292961575856,Azuay
2014-03-13,188.51114537848824,Azuay
2014-03-14,209.6680408026124,Azuay
2014-03-15,282.82170050637365,Azuay
2014-03-16,265.21637193865774,Azuay
2014-03-17,221.0898324445887,Azuay
2014-03-18,209.10864008063925,Azuay
2014-03-19,219.3067303755145,Azuay
2014-03-20,179.0315425546211,Azuay
2014-03-21,199.7058593439858,Azuay
2014-03-22,272.56548929432336,Azuay
2014-03-23,254.84779452240696,Azuay
2014-03-24,210.7794424802732,Azuay
2014-03-25,199.0121406395116,Azuay
2014-03-26,209.5617991830427,Azuay
2014-03-27,169.75528630612203,Azuay
2014-03-28,190.9929401336775,Azuay
2014-03-29,264.48694551794745,Azuay
2014-03-30,247.45055800695587,Azuay
2014-03-31,204.0865336568022,Azuay
2014-04-01,185.21444385944145,Azuay
2014-04-02,204.2557306439321,Azuay
2014-04-03,165.09037055298032,Azuay
2014-04-04,186.9104353961017,Azuay
2014-04-05,260.9135125772357,Azuay
2014-04-06,244.301242985315,Azuay
2014-04-07,201.26790487286263,Azuay
2014-04-08,190.4368451396033,Azuay
2014-04-09,201.80018939002863,Azuay
2014-04-10,162.66598669686036,Azuay
2014-04-11,184.420949529394,Azuay
2014-04-12,250.4598375754508,Azuay
2014-04-13,241.4199013344584,Azuay
2014-04-14,190.2694120417489,Azuay
2014-04-15,186.87959644906047,Azuay
2014-04-16,197.82800442460052,Azuay
2014-04-17,158.24489806542852,Azuay
2014-04-18,171.72121197164867,Azuay
2014-04-19,252.90097731998807,Azuay
2014-04-20,235.5795004581548,Azuay
2014-04-21,183.97281116734248,Azuay
2014-04-22,180.15343362693804,Azuay
2014-04-23,190.70793120332803,Azuay
2014-04-24,150.77410724775305,Azuay
2014-04-25,171.7579611110962,Azuay
2014-04-26,244.8808016007692,Azuay
2014-04-27,227.3680861754753,Azuay
2014-04-28,183.4374195234392,Azuay
2014-04-29,171.73446586438172,Azuay
2014-04-30,182.27221701971868,Azuay
2014-05-01,134.56871833337706,Azuay
2014-05-02,163.4548438035948,Azuay
2014-05-03,236.7219484903992,Azuay
2014-05-04,219.4015199804004,Azuay
2014-05-05,175.7080557312803,Azuay
2014-05-06,164.6724378667219,Azuay
2014-05-07,175.9165948447182,Azuay
2014-05-08,136.76510596237355,Azuay
2014-05-09,158.6194725350281,Azuay
2014-05-10,276.9111845706913,Azuay
2014-05-11,235.2039456903659,Azuay
2014-05-12,165.58457125767947,Azuay
2014-05-13,162.8685558445597,Azuay
2014-05-14,174.65039948240363,Azuay
2014-05-15,136.06228927557677,Azuay
2014-05-16,158.50390355348185,Azuay
2014-05-17,233.18956316635845,Azuay
2014-05-18,217.33706671353943,Azuay
2014-05-19,175.1556468812508,Azuay
2014-05-20,165.2818083268258,Azuay
2014-05-21,177.71849754307624,Azuay
2014-05-22,139.78177810981902,Azuay
2014-05-23,162.8631871516793,Azuay
2014-05-24,230.35883447849025,Azuay
2014-05-25,222.9036700464048,Azuay
2014-05-26,181.2690137691416,Azuay
2014-05-27,171.8892418581699,Azuay
2014-05-28,184.75593876086748,Azuay
2014-05-29,147.17396268848262,Azuay
2014-05-30,170.5241639497064,Azuay
2014-05-31,246.00192850154224,Azuay
2014-06-01,230.80653243412405,Azuay
2014-06-02,189.1296695143732,Azuay
2014-06-03,179.59189519711674,Azuay
2014-06-04,192.18241799624684,Azuay
2014-06-05,154.20639016682242,Azuay
2014-06-06,177.0478508261951,Azuay
2014-06-07,251.90842087620643,Azuay
2014-06-08,235.99672526123453,Azuay
2014-06-09,193.51689675421568,Azuay
2014-06-10,183.10489936857712,Azuay
2014-06-11,194.76809989312167,Azuay
2014-06-12,174.81947251677113,Azuay
2014-06-13,177.7039675274846,Azuay
2014-06-14,251.6090289403664,Azuay
2014-06-15,253.76834872662803,Azuay
2014-06-16,191.44972952664705,Azuay
2014-06-17,180.27580988270472,Azuay
2014-06-18,191.290594273261,Azuay
2014-06-19,151.84185878819935,Azuay
2014-06-20,192.3429647146975,Azuay
2014-06-21,247.0742083960505,Azuay
2014-06-22,230.24336101771016,Azuay
2014-06-23,179.29159534235004,Azuay
2014-06-24,176.31013092689872,Azuay
2014-06-25,199.07907335658044,Azuay
2014-06-26,149.21319887613723,Azuay
2014-06-27,172.07365690066564,Azuay
2014-06-28,266.27947477167,Azuay
2014-06-29,251.0785943977168,Azuay
2014-06-30,209.66723385828308,Azuay
2014-07-01,200.67666851206263,Azuay
2014-07-02,195.11241372576808,Azuay
2014-07-03,150.4409228451908,Azuay
2014-07-04,201.4613808543476,Azuay
2014-07-05,277.953679940743,Azuay
2014-07-06,244.9074689558562,Azuay
2014-07-07,204.46564394868787,Azuay
2014-07-08,215.22130239006748,Azuay
2014-07-09,229.1580180559659,Azuay
2014-07-10,173.54664209720198,Azuay
2014-07-11,197.7089152683871,Azuay
2014-07-12,292.8079787693272,Azuay
2014-07-13,278.03860378145305,Azuay
2014-07-14,217.56547833858303,Azuay
2014-07-15,207.96041428789025,Azuay
2014-07-16,220.20665251588505,Azuay
2014-07-17,181.59565260340247,Azuay
2014-07-18,203.50325276350617,Azuay
2014-07-19,277.1286814962476,Azuay
2014-07-20,259.6841561173287,Azuay
2014-07-21,215.3834181529262,Azuay
2014-07-22,202.87794346835625,Azuay
2014-07-23,204.3871983124205,Azuay
2014-07-24,214.90533050136645,Azuay
2014-07-25,181.98950907105387,Azuay
2014-07-26,260.78143310897855,Azuay
2014-07-27,240.91153447307585,Azuay
2014-07-28,194.4597397744636,Azuay
2014-07-29,180.1301671407574,Azuay
2014-07-30,187.99818168540187,Azuay
2014-07-31,145.45577611028477,Azuay
2014-08-01,163.9725383259316,Azuay
2014-08-02,234.8323561565406,Azuay
2014-08-03,215.3208870066764,Azuay
2014-08-04,169.71219921210934,Azuay
2014-08-05,148.8943133927249,Azuay
2014-08-06,166.35254808230064,Azuay
2014-08-07,126.02458482905396,Azuay
2014-08-08,147.15258506946694,Azuay
2014-08-09,220.97536112236608,Azuay
2014-08-10,196.91683240558976,Azuay
2014-08-11,162.61915024970864,Azuay
2014-08-12,153.28803131084766,Azuay
2014-08-13,166.72287987812962,Azuay
2014-08-14,130.2187229954642,Azuay
2014-08-15,147.32933568590252,Azuay
2014-08-16,232.65165391265504,Azuay
2014-08-17,219.92522315841532,Azuay
2014-08-18,181.1121612603548,Azuay
2014-08-19,174.78922046159755,Azuay
2014-08-20,190.7846573217984,Azuay
2014-08-21,156.4655123693977,Azuay
2014-08-22,183.16268492535843,Azuay
2014-08-23,262.0236815200436,Azuay
2014-08-24,242.3940267639022,Azuay
2014-08-25,211.8520762271421,Azuay
2014-08-26,205.55566732036505,Azuay
2014-08-27,221.2731551780012,Azuay
2014-08-28,186.2858347759836,Azuay
2014-08-29,211.96017617691945,Azuay
2014-08-30,289.4865434122934,Azuay
2014-08-31,276.0684384753098,Azuay
2014-09-01,235.91063577202843,Azuay
2014-09-02,227.65496216879893,Azuay
2014-09-03,241.3191734469151,Azuay
2014-09-04,204.24310671576507,Azuay
2014-09-05,227.85029641915315,Azuay
2014-09-06,303.3851937383571,Azuay
2014-09-07,288.1010101336461,Azuay
2014-09-08,246.2465878827328,Azuay
2014-09-09,236.50108640278256,Azuay
2014-09-10,248.91196405829976,Azuay
2014-09-11,210.84045832187635,Azuay
2014-09-12,233.7227690325224,Azuay
2014-09-13,308.8070949815813,Azuay
2014-09-14,293.3415480347843,Azuay
2014-09-15,251.56134405778263,Azuay
2014-09-16,242.1240488925556,Azuay
2014-09-17,255.0483419047145,Azuay
2014-09-18,217.6604766189448,Azuay
2014-09-19,241.35661434064244,Azuay
2014-09-20,317.3411474578892,Azuay
2014-09-21,302.8159993550893,Azuay
2014-09-22,261.9692602314925,Azuay
2014-09-23,253.41189554339024,Azuay
2014-09-24,267.11794765482983,Azuay
2014-09-25,230.37236907670504,Azuay
2014-09-26,254.53462399921804,Azuay
2014-09-27,330.7781386734908,Azuay
2014-09-28,308.4714944686765,Azuay
2014-09-29,275.21312309002985,Azuay
2014-09-30,266.1779375056169,Azuay
2014-10-01,279.148440544421,Azuay
2014-10-02,241.4173049422643,Azuay
2014-10-03,264.35984213275907,Azuay
2014-10-04,339.1730188664434,Azuay
2014-10-05,323.06505023051386,Azuay
2014-10-06,280.243920453842,Azuay
2014-10-07,261.54451095976054,Azuay
2014-10-08,280.4131989132846,Azuay
2014-10-09,232.9547483035044,Azuay
2014-10-10,272.9523004210603,Azuay
2014-10-11,334.858685242881,Azuay
2014-10-12,317.1049423822216,Azuay
2014-10-13,272.8214453873913,Azuay
2014-10-14,259.86697107978813,Azuay
2014-10-15,269.1203871502668,Azuay
2014-10-16,227.9505298996765,Azuay
2014-10-17,247.8025819608265,Azuay
2014-10-18,319.9350137544377,Azuay
2014-10-19,301.6073341628017,Azuay
2014-10-20,257.0670555961936,Azuay
2014-10-21,244.984659611574,Azuay
2014-10-22,255.39203525908616,Azuay
2014-10-23,215.6285807849707,Azuay
2014-10-24,237.1031567914069,Azuay
2014-10-25,311.0320204845653,Azuay
2014-10-26,294.6277411979127,Azuay
2014-10-27,252.08746967631404,Azuay
2014-10-28,242.02931054202776,Azuay
2014-10-29,254.43223037162105,Azuay
2014-10-30,216.58365037732216,Azuay
2014-10-31,239.8428694539149,Azuay
2014-11-01,315.3804053687767,Azuay
2014-11-02,292.55915307684893,Azuay
2014-11-03,251.1600615265702,Azuay
2014-11-04,249.77419036472332,Azuay
2014-11-05,262.7434048859065,Azuay
2014-11-06,217.34477420669845,Azuay
2014-11-07,240.55431345284484,Azuay
2014-11-08,323.5501478724982,Azuay
2014-11-09,307.9025444363049,Azuay
2014-11-10,257.7991504529928,Azuay
2014-11-11,247.4816783135236,Azuay
2014-11-12,259.1403973411418,Azuay
2014-11-13,227.9064988285892,Azuay
2014-11-14,249.5692726268796,Azuay
2014-11-15,323.1684898084351,Azuay
2014-11-16,305.94670537866864,Azuay
2014-11-17,262.1457774012729,Azuay
2014-11-18,250.4420065056877,Azuay
2014-11-19,260.8844219593605,Azuay
2014-11-20,220.8404070547071,Azuay
2014-11-21,241.7568631673348,Azuay
2014-11-22,314.89706221836366,Azuay
2014-11-23,297.5282161602872,Azuay
2014-11-24,253.90817194867003,Azuay
2014-11-25,242.72002398580503,Azuay
2014-11-26,254.0101244400404,Azuay
2014-11-27,215.13369250258995,Azuay
2014-11-28,256.5034553731659,Azuay
2014-11-29,312.39083852320687,Azuay
2014-11-30,296.9865990334029,Azuay
2014-12-01,274.50339245034286,Azuay
2014-12-02,246.61154362043092,Azuay
